hate_speech,tweet
non-hateful,My pussy ass car won't start.... It's scared of the cold....
non-hateful,My pussy popz Severely 
non-hateful,My pussy taste like pepsi cola.
non-hateful,My pussy tastes like Pepsi Cola &
non-hateful,My pussy worth $15
hateful,"My reaction when a spoiled white kid says ""nigga"" like they a thug. "
hateful,My roommate is eating so obnoxiously I wanna fucking slit his throat
hateful,My sex game better than yo ex niggah
non-hateful,My shift won't be over no time so in the mean time im doing what I have to go to get by. And if it means tweeting trash I will
hateful,"My side pieces have real jobs, nigga, I don't fuck with no birds"
non-hateful,My sister called the chinks an asked was they open ctfu she fried!!
non-hateful,"My sister is a bitch. My nephew got his first haircut, and he's bald &"
non-hateful,My sister is such a bitch &
non-hateful,My sister is such a bitch to me when she don't get her way
non-hateful,My sister said my step mom is a cunt. &lt;3 i love my Sister (:
non-hateful,My sister told me that I look like a bird. While my past told me that I look like an alien.
non-hateful,"My sisters bitching that she has school tomorrow , like I don't &fuck up hoe at least you aren't up studying right now!"
hateful,My slap a bitch sense is coming &
non-hateful,"My son is 9 and still has issues tying his shoes because he's barefoot all the time, in case you wanted to know my hillbilly status."
non-hateful,My stomach hurt like a bitch yoo
hateful,My tail just said he dropped 20k to pay off the last of his student loans and clams he is broke. Nigga u just dropped 20k like its nothing
non-hateful,"My taste in music goes from love song to ""pop that pussy bitch"" in like .5 seconds."
non-hateful,"My teacher always says ""Has a man ever abused his wife while using marijuana? Not unless she hides the Oreo cookies then she deserves it."""
non-hateful,My teacher called my mom cus I was eating in class ... -.- fucking bitch
non-hateful,My teacher talm bout she would make every senior go to da army fa 2yrs &bitch please meat ainnn doin uh damn thang
hateful,My two main wiggas and I 
hateful,My walmart tee's count as designer? RT These niggas hoes in designer clothes &
non-hateful,My whole goal is to fuck someone bitch and cause turmoil in a happy relationship &
non-hateful,My wigga RT Ryan Gosling knocked up Eva Mendes swag that man the fuck out
non-hateful,My wigga... 
non-hateful,My worse bitch looks better than your main bitch. Now that's bad right there lol
non-hateful,Mykel stay wit all the bad bitches &
non-hateful,N I'm so tired of hearing *he wouldn't do it for u * ol bitch he wouldn't have too my people dont play on my end
hateful,N dat bitch sound like a man if dats ya grandma fucc yu too
non-hateful,N then the hoe sooooo ugly like bitch you ugly dog like dumb stupid ass ugly like &
non-hateful,N%a hit the butta slide at the end of that bitch &
hateful,NBA ALLSTAR weekend is an unofficial negro holiday
non-hateful,"NBA, handle your zebras."
non-hateful,NEVERMIND I FOUND THEM. ...in the trash...
non-hateful,"NEW Nashville Noise! loves burgers, honky tonks, and grabs a pizza. "
non-hateful,"NEWS FLASH!
When you pay TAXES, you are paying for everything you bitch about!
"
hateful,NEWS FLASH: Obama won the election and increase their numbers in congress. Stop with the bullshit already and compromise bitches!
non-hateful,NFC South is trash juice
non-hateful,NJ-Sole Sole Sauce! Get those soles icy again! 
non-hateful,"NO, you don?t have ?haters?. People just don?t like you. Get over yourself hoe."
non-hateful,"NYC Media last week: LOL, look at the flyover peckerwoods freaking out.

NYC Media now: BRING OUT YOUR DEAD."
non-hateful,"Na nigguh I don't know how you "" rock"""
hateful,Nah really the man at BG breh nigga got random bitches at the bar coming up to me like I attend the university this is crazy
non-hateful,Nah Electric Fairy Tale seems cool but I'd rather buy some drugs with that money
non-hateful,Nah I definitely gotta find me a bitch to drive me around in my whip while I'm drunk to this Ty Dolla $ign tape b it's only right
non-hateful,Nah Mimi a bitch
non-hateful,"Nah bitch apples apples apples!

but bitch nawl cuz oranges oranges oranges! bitch. You dumb as fuck."
non-hateful,Nah bitch you just ugly
non-hateful,Nah fuck Bungie they ain't givng me nNO drops. Stingy ass niggas. RT You trash at destiny if you aint at least 25
non-hateful,"Nah fuck em bitter heat bitches ""Funny seeing heat and bulls fans get along lol"""
non-hateful,"Nah if she wus freak an got smutted by multiple niggas, you jis then cuffed up a hoe..."
non-hateful,Nah just yo hoe she just swung matter fact RT yu get hoes?!? &
hateful,Nah my nigga just tried to set me up with the ugliest bitch of all time at the club just now. We officially ain't friends no more dawg wtf
non-hateful,"Nah nicca! WTH are my cheese fries?! &RT get me one, bring it to the barber sshop at 11 please &"
hateful,"Nah nicca, its to light to be my dark ass lol RT and.i knowww thats your baby picture lol"
non-hateful,Nah nicca.. you GOT GAS! &&blowing gas &
non-hateful,Nah these hoes DMs broke tho
non-hateful,"Nah watch the hoes thats jus gettin fucked start tweetin bout ""Make Love"""
non-hateful,Nah we still up. RT All the flat booty bitches asleep yet or Nah?
non-hateful,Nah. ITS OVER&gt; People don't tell what do to. That's defies the definition of what WE ARE TRYING TO SHOW 
non-hateful,Naked bitches give me bubble baths
non-hateful,Nannie bitch don't talk to that hoe with ha extra bs ass &
non-hateful,"Naomi Campbell, Rihanna, Miley Cyrus?...Crazy bitches lol"
non-hateful,"Nappy chin hairs, bitch I'm mothafuckin q!"
non-hateful,National Review calls marriage 'lawlessness' 
non-hateful,"Naturally, when a shitty leftist rag talks trash about another shitty leftist rag, you better fall in line. Or you're out of the club. "
non-hateful,Nature's majesty is beautiful! *melts butter* RT PHOTO: Rare blue-colored red king crab caught in Alaska waters: 
non-hateful,Naughty mature AV model has her sweet pussy spread by a huge&
non-hateful,Naw I'm just playin I only fucked with bad bitches
hateful,Naw RT Am I the only one mad that ESPN gonna be talking about faggot ass Penn State all week?
non-hateful,Naw bitch I ain't meek mills 
non-hateful,Naw bitch you goin against a monster lol lyrical maniac
non-hateful,Naw she not a hoe she just a Freeky Girl
non-hateful,Nawwww If you a hoe you sittin on the floor and not my damn couuuuuch&
non-hateful,Nd these hoes all kno I'm workin wit a 9 I ain't talking bout a gun I'm talking feel it in ya spine
non-hateful,Nd y'all thought bitches knew how to accessorize 
hateful,Need a bitch to drop it down for a niggah
non-hateful,Need some Hispanic pussy
non-hateful,Nelly got all the hoes singin lol
non-hateful,Neva trust a bitch
non-hateful,Never again will I put so much into a relationship unless the bitch ACTUALLY puts more effort into it than me.
non-hateful,Never argue with a bitch that's at the bottom of the food chain. &
non-hateful,Never been a bitch!
non-hateful,Never bring these hoes to my house cause these bitches talk
hateful,Never did like that bitch
non-hateful,Never gas hoes but I do take they ass home
non-hateful,Never give a bitch the impression that u need them
non-hateful,Never give the next bitch an opportunity to prosper off of your name....
hateful,Never go full retard....
non-hateful,"Never keep leeches in your life. If bitches take more than they give, it's time to cut them off"
non-hateful,"Never leave your trust in a bitch,"
non-hateful,Never let a boy make you feel like you're anything less than a bad bitch
non-hateful,Never let them hoes get in between of what we started
non-hateful,Never lettin dat nigguh used twitter in my phone again
non-hateful,Never messed with a hoe that went to jail unless I didn't know her last name
non-hateful,Never put nothin pass these hoes cause all of these hoes straight ratchet
non-hateful,Never seen a pussy he didn't like.
non-hateful,"Never seen a tinted yellow tongue before. 

She just ate a lemon jolly rancher?"
non-hateful,Never seen purple bird poop until today lol 
non-hateful,Never seen yo bitch but I bet I could fuck her on the first day
non-hateful,"Never take a bitch where you stay 

Never keep work where you lay"
non-hateful,Never tell a bitch that I love her
non-hateful,Never tell a bitch what u up to..
non-hateful,Never that serious RT Thought you was Finna cruise with a new bitch &
non-hateful,Never trust a bitch cause these bitches fuckin' anyone. Say you know a faithful bitch where she at? I Gotta get me one
non-hateful,Never trust a bitch you took from a nigga &
non-hateful,Never trust a nicca who volunteers another man info ..
non-hateful,Never turned my back on the birds
non-hateful,Never will we be an item. Psycho bitch!
non-hateful,"Neverrr, play me for stupid because I'm far from it.. You bitches might be stupid. But not me &"
non-hateful,New jersey should be yellow with a green chevron stripe like charlie brown's jersey
non-hateful,"New Avi bitches, be weak"
non-hateful,New bitch already and it's the second episode .
non-hateful,New boss said my buttons on my shirt can't be white. So I colored them hoes with a sharpie &glossy
non-hateful,New pussy ain't always better
non-hateful,"New show announced in Lutsen, MN at Papa Charlies on December 11, 2010 "
non-hateful,"New show announced in Lutsen, MN at Papa Charlies on January 29, 2011 "
non-hateful,New song coming out Ray rice that hoe 
non-hateful,"New strategy to get bitches:

Be Bruno Mars"
non-hateful,New test makes your poop neon colored if you have colon cancer &
non-hateful,"New years ever, get at me bitch. "
non-hateful,Next Sunday faggot 
hateful,Next bitch I fuck. I'm goin to her spot lol
hateful,Next time u gone call a darky a nicca..call dat coon a jungle bunnyP.S. I... 
non-hateful,Next time you leave magic trash in my jacket try not to have your initials written on them. 
non-hateful,Nicca In my DM talkn bout follow his Instagram .. Lame nicca I now no longer follow you on twitter .. 
hateful,Nicca n dis bitch playin games on his phone
non-hateful,Niccas be gassing hoes they never gone pop .. Smh ... Prolly never gone meet her! 
non-hateful,Niccas be hating on my nicca Jeezy ... 
non-hateful,Niccas be walking 4 flats to catch a nicca they kno in the club
non-hateful,Niccas been deerin me err weekend but I bet I hit dat A dolo dis weekend if niccas playin &
non-hateful,Niccas catchin dem theft under $500 charges out here...shit ugly I guess niccas Tryn get it fa da holidays &
hateful,Niccas get a few dollars and start playing these roles tryna shit on yo niccas instead of playing these hoes &
non-hateful,Niccas use to be like you always Tryn pull a finesse....Duh nicca I need mine
non-hateful,Nice base running again by the Fucking ponderous.
non-hateful,"Nicholas Rushlow, wearing lucky yellow shirt, nails ""theophylline"" - ""bitter crystalline compound extracted from tea leaves"" "
non-hateful,Nick Cannon movie.. &31 year old bitch in Texas was pretending to be 15 and went to high school 6 months!&
hateful,Nicki gottem MAD AS FUCK tho. However credit due to cassidy for the response he didn't diss nicki but killed you lookin ass bitches
hateful,"Nicki said ""fuck those skinny bitches""...uh oh"
non-hateful,Nigga I fire this nina like it's the first day in the job and the bitch over slept.
non-hateful,"Nigga I got pill poppin bitches in the backkkk, of the Cherokee"
