id,test_case,label_gold,target_ident,direction,focus_words,case_templ
12204,"_hannahrodgers: what Lori Laughlin did was gross, but the fact she’s facing 20 years in prison when Brock Turner got 6 months for being…",non-hateful,,,,
12205,"damn, i’m missing you again",non-hateful,,,,
12206,I hate a Terry Silver ass nigga ??,non-hateful,,,,
12207,"Ever wondered why Modi gave up blaming for everything &amp; shifted his focus on instead?
That is becaus…",hateful,,,,
12208,That is disgusting! It makes me sick! Why do these people have such hate in their hearts?,non-hateful,,,,
12209,Jesus fucking Christ it’s like I’m back in Saudi Arabia again ,non-hateful,,,,
12210,When people do stupid ish and you warned them not to ,non-hateful,,,,
12211,Stop what you're doing for a minute or two and listen to gorgeous new track. ,non-hateful,,,,
12212,Fuck a half ass friendship ... Don't need that in my life ??,non-hateful,,,,
12213,also never tell ppl to 'just move' no one should have to have basic rights infringed upon anywhere they choose to live,non-hateful,,,,
12214,"You are vile, evil, criminal, a cheat, a fraud, a liar, a fool. You are corrupt, you are unfit, yo… ",non-hateful,,,,
12215,She is the Terrorist... Depothis America Hating Trash!,non-hateful,,,,
12216,I was fucking on a slut and I was thinking about you !!!!!,non-hateful,,,,
12217,Tati Westbrook putting James Charles in the trash where he belongs (colorized) ,non-hateful,,,,
12218,Niggas better come the fuck throooougghhh with those polo neck and chain outfits ??????,non-hateful,,,,
12219,A little bit of roommate history! ,non-hateful,,,,
12220,Ugh. The only thing worse than listening to political blowhards in Congress all day is to have it immediately followed u…,non-hateful,,,,
12221,"if someone said to me, you can fuck shawn mendes but u would immediately die afterwards like a bee does when it stings a huma…",non-hateful,,,,
12222,"I like balls too, let me know if you need a glove",non-hateful,,,,
12223,So sick! ,non-hateful,,,,
12224,"The stupid, it hurts",non-hateful,,,,
12225,"i’m still not over the fact that tony and nebula were thousands of LIGHTYEARS away from earth, and yet carol still mana…",non-hateful,,,,
12226,hoseok: yeah i suppomens rights.... mens rights to shut the fuck up ,non-hateful,,,,
12227,"If you laugh you’re going to hell....

I’m going to hell ?? ",non-hateful,,,,
12228,"Automotive Local Business Development Manager, Gatwick, £50k/year ",non-hateful,,,,
12229,"Be your own boss. Is that Simple, simply QUIT and staup your own business",non-hateful,,,,
12230,"Here's the problem with Manila: I like you, but sometimes no. When you go and represent the country, walang reklamo. P…",non-hateful,,,,
12231,I like capela. He need to get that patch out his head tho. He got the contract and got some weak swag ????,non-hateful,,,,
12232,Can we please just get in Klay Thompson’s shit! Damn he the only one that can score,non-hateful,,,,
12233,"“i’m your hope, youre my hope, i’m jhope” ?? ",non-hateful,,,,
12234,"Someone: You’ve been staring off into space, what are you thinking about?

Me: oh, nothing 

My brain: .....,,,.big lapras,,…",non-hateful,,,,
12235,"me as a manger about to empty bts schedule for the next two years so they can rest and do whatever they want

",non-hateful,,,,
12236,"Jamie Lannister, he is the nastiest skank bitch I have ever met. Do not trust him, he is a fugly slut.",non-hateful,,,,
12237,"now that both my m&amp;g are over, i have found 926388383 to say to ruel lol",non-hateful,,,,
12238,This show used to be on TBS in the mornings and I'd have it on because it came on before Saved by the Bell.,non-hateful,,,,
12239,Who the fuck does that shit,non-hateful,,,,
12240,i feel bad for all the people who got to be managers for jin like ...... you really think you’re gonna be able to Manage hi…,non-hateful,,,,
12241,good morning girls and gays... a lot of you will literally NEVER look this good again in your ENTIRE life and you’re wastin…,non-hateful,,,,
12242,"if you tolerate someone’s cheating behaviour, you’re trash. lol idc.",non-hateful,,,,
12243,you need to get tested period if you having sex at all.... like y'all really dirty af ???????? ,non-hateful,,,,
12244,Prove legally owned handguns are the problem first ?We all know a ban won’t change a damn thing but di… ,non-hateful,,,,
12245,Ya think? But nobody will give a damn!,non-hateful,,,,
12246,I agree they should all quit and go work for the private sector and earn along more after… ,non-hateful,,,,
12247,"Looking at Corey Kluber’s face on the replay will tell you nothing, of course. But Kluber not even attempting to pick up th…",non-hateful,,,,
12248,"daniel ig update with a long letter??

he said he wrote this as he want to deliver the news personally to fans who have waited…",non-hateful,,,,
12249,you’re my boyfriend ????,non-hateful,,,,
12250,"“You’re funny af”
“You’re super nice wow” ",non-hateful,,,,
12251,He could have cut off his own hand to show how sorry he was &amp; it would not have made a blind bit of… ,non-hateful,,,,
12252,I LOST MY BREATH JIMIN CAME OUT WITH THAT SWOOPY HAIR AND THOSE SHADES FUCK,non-hateful,,,,
12253,Such Bullshit,non-hateful,,,,
12254,"Every time I go on a rant I lose followers but honestly if you’re anti vax, or anti choice I dont want you here anyway ????…",non-hateful,,,,
12255,"A next ting, dem lecturer ya wah fit 4 months worth a work inna 2 hours. Mi look like mi have infinity gauntlet pon mi hand a…",non-hateful,,,,
12256,Bitch I miss u,non-hateful,,,,
12257,mans needs to post more selfies look at his sexy ass ,non-hateful,,,,
12258,"If you and your bff stop talking and you talk shit about them after , you fake asf no ??",non-hateful,,,,
12259,"when lany said;

“the only way to get past this feeling, is to tell myself you're not coming back.”

I really felt that.",non-hateful,,,,
12260,and she is fine. ????,non-hateful,,,,
12261,Just had an intense 2-hour workout to my Beyoncé playlist and I swear I feel like I’m ready to conquer this fucking world ??,non-hateful,,,,
12262,"I dislike the “all or none” “why not both” mentality.

Yes you’re allowed to like everything you want, thats fine. But th…",non-hateful,,,,
12263,"Van Dijk (Liverpool): ""There is no answer to Messi. No one has one. I’m just glad I don’t play in Spain to face him eve…",non-hateful,,,,
12264,"Apparently you can block in bulk apparently, even people you've never interacted with, equally as wei… ",non-hateful,,,,
12265,A bop is coming! He’s the legend!!!,non-hateful,,,,
12266,Jesus these trains are utter crap!! Not sure how they are still running! ,non-hateful,,,,
12267,i know cash shit finna bang,non-hateful,,,,
12268,"Rep. Tlaib submits measure to REMOVE President Trump from Office...

",non-hateful,,,,
12269,The opinion word ankasa Ghanaians get problem plus am,non-hateful,,,,
12270,I love slides. fuck shoes rs,non-hateful,,,,
12271,Eternal Child avarige yappie yappie birthday ???????,non-hateful,,,,
12272,them and ciara I have never been this emo,non-hateful,,,,
12273,"Between student loans, breaking generational curses, and saying fuck y’all traditions millennial women are tiiiiirrreeeedddd…",non-hateful,,,,
12274,You're an inspiration to the rest of us.,non-hateful,,,,
12275,Need ??????,non-hateful,,,,
12276,Why do people get upset at artists who post personal awhile they have commissions? A chef can spend the night workin…,non-hateful,,,,
12277,"First of all, we drink water. Secondly, what the fuck are you doing ",non-hateful,,,,
12278,"?
?
?
?
?
?
?
?
?

               Day 120 of 365

you’re going to get yourself where you want to be. 
?
?
?
?
?
?
?
?
?
?…",non-hateful,,,,
12279,Here’s my theory: Bran can see everything - we presume he’s looking at important stuff but he’s actually spen…,non-hateful,,,,
12280,What the Fuck....,non-hateful,,,,
12281,Wow I totally underestimated you as a friend. You’re a legend.,non-hateful,,,,
12282,can we discuss how they’re fighting with TWO HALVES OF NED STARKS SWORD TO DEFEND FUCKING WINTERFELL I’M DEAD ,non-hateful,,,,
12283,"chan: i can't move everyone's hearts but i can make it for this one person
chan: *sings 19*
jisung: *immediately reacts to i…",non-hateful,,,,
12284,Just the one unfollower today found tracked by ,non-hateful,,,,
12285,like father           like son ,non-hateful,,,,
12286,fuck a cc ,non-hateful,,,,
12287,"A2: Completion of data analysis for two empirical studies, two chapters drafted, literature review for two addition… ",non-hateful,,,,
12288,What a piece of shit is filming that instead of helping,non-hateful,,,,
12289,"question;

do we have to crucify him this time, or can we get more creative?

like force him into one o… ",non-hateful,,,,
12290,"Bhakts are not less educated , so till now they are not able to get it",non-hateful,,,,
12291,"Over 100K illegal immigrants apprehended or turned away in April, CBP reveals-Of the nearly 110,000, 10,167 people… ",non-hateful,,,,
12292,This album proved to the world that Ariana is a bad bitch and is THAT bitch,non-hateful,,,,
12293,All these years I thought Jake Paul had no comedic talent but then he made a video trying to cancel Cody Ko for being a…,non-hateful,,,,
12294,"??On May 19, 1977, former President Richard M. Nixon told David Frost: 'Well, when the president does it, that means that…",non-hateful,,,,
12295,no DEAD ASS???? ,non-hateful,,,,
12296,ICYMI - AG Barr is having to go slow on waking America up to the coup attempt. If you look in the MSM you can see they're slowl…,non-hateful,,,,
12297,DROP THE PIECE!!!! ????,non-hateful,,,,
12298,I started on the very last fucking day of this summons and I have regretted it and now they're gonna have it at the… ,non-hateful,,,,
12299,"listen,, halsey has just raised the bar so fucking high. I don't think anyone who works with BTS next will ever be able t…",non-hateful,,,,
12300,I. Am. Soo. Fucking. Pissed. ,non-hateful,,,,
12301,He’s such an ass -I’d rather sleep flat on my bed than use any of his pillows ,non-hateful,,,,
12302,"Scroll down
?

??

?

?
?
?

?
?

?
?

?
Keep scrolling

?

?
?

?

?
?

?

?

?

?

?

?
now you’re obligated to retweet,…",non-hateful,,,,
12303,No increase because there where no jobs. Obama said he could not pull jobs out of his hat.,non-hateful,,,,
12304,"I would be super down, but it would have to be after I come back from Vegas, ???? I don’t spend everythin… ",non-hateful,,,,
12305,Never forget that the Tories couldn't have brought in austerity without the Lib Dems.  ,non-hateful,,,,
12306,"I am humbled by the words of Mr (whom I have been calling as ""Sonu Bhaiya"" always) for me and my son Ritura…",non-hateful,,,,
12307,"since i couldn't have said it better myself, here's a quote from MLK that perfectly descri… ",non-hateful,,,,
12308,You should see/hear the stupid shit trump says on a daily.,non-hateful,,,,
12309,"Y'all remember when had us out here singing ""TELL HIM THE TRUTH "" lmao &amp; ain't had shit to really tell ??????",non-hateful,,,,
12310,"in aIcohol’s defense, i do a Iot of stupid shit sober too",non-hateful,,,,
12311,You’re welcome ??,non-hateful,,,,
12312,"rinse the fucking peanut butter off the motherfucking knife before you put it in the  motherfucking dishwasher, motherf…",non-hateful,,,,
12313,Lolol??????????,non-hateful,,,,
12314,The world is fucking yours,non-hateful,,,,
12315,"This dude is fucking ridiculous, is he made of rubber?",non-hateful,,,,
12316,"At this point , fuck it",non-hateful,,,,
12317,Why would you even go there?  Show me on the doll where touched you.  That's low class man.,non-hateful,,,,
12318,Yeah...it's not a satisfying ending...but it's probably realistic.  Which SUCKS!  There is no need… ,non-hateful,,,,
12319,"White people dont get arrested for rape, drugs, selling lemonade on the side of the road etc, but as soon as a white person…",hateful,,,,
12320,"""How was your field trip, buddy?"" ""Great! I hung out with [friend] and his mom. Her name is Nicole. Just like from ",non-hateful,,,,
12321,Do you know which two REC line workers have volunteered to help bring first-time electricity to a rural Bolivian vi… ,non-hateful,,,,
12322,this a real nigga. imagine having a great birthday with your step father and your stupid ass biological dad gives you…,non-hateful,,,,
12323,"I couldn't agree more. Yes, We go abroad and expect to abide by that country's laws. Is it so strange th… ",non-hateful,,,,
12324,"KB, Juelz, jatasia, yasier and Lennard all finna get put out ??",non-hateful,,,,
12325,Fuck off,non-hateful,,,,
12326,Think this would work with other shapes? Like something square or oblong?,non-hateful,,,,
12327,OMGosh!! SICK!!,non-hateful,,,,
12328,"Jhené Aiko really out here talking her shit and she telling it all, she don’t give two fucks ?? ?? ",non-hateful,,,,
12329,"Fuck them kids, they just mad he eating good. ",non-hateful,,,,
